router,type,owner,chassis,pop,address,city,state,clli_code,isis_interface,adj_router,adj_router_type,adj_router_owner,adj_router_chassis,adj_interface,bandwidth_kbps
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae13,FTW-PRIV-13,PRIV,QCC,ASR9K,Bundle-Ether2,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae14,FTW-PRIV-14,PRIV,QCC,ASR9K,Bundle-Ether2,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae19,FTW-PRIV-20,PRIV,QCC,7750-SR-12,ae2,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae18,FTW-PRIV-21,PRIV,QCC,7750-SR-12,ae2,20000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae8,FTW-SVCS-10,SVCS,QCC,MX960,ae1.0,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae31.15,FTW-VIRR-01,VIRR,QCC,VRR,em1.0,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae31.16,FTW-VIRR-02,VIRR,QCC,VRR,em1.0,10000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae3,IAH-PCOR-03,PCOR,QCC,MX960,ae3.0,300000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae10,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae2,500000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae6,LOS-PCOR-20,PCOR,QCC,7950-XRS-40,ae3,700000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae4,PHN4-PCOR-20,PCOR,QCC,7950-XRS-40,ae17,400000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae9,SNJ2-PCOR-21,PCOR,QCC,7950-XRS-40,ae8,200000000
FTW-PCOR-21,PCOR,QCC,7950-XRS-20,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae5,TLH-PCOR-02,PCOR,QCC,MX960,ae5.0,100000000
FTW-PRIV-11,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae15,10000000
FTW-PRIV-11,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae15,10000000
FTW-PRIV-12,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae12,10000000
FTW-PRIV-12,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae12,10000000
FTW-PRIV-13,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae13,10000000
FTW-PRIV-13,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae13,10000000
FTW-PRIV-14,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae14,10000000
FTW-PRIV-14,PRIV,QCC,ASR9K,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,Bundle-Ether2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae14,10000000
FTW-PRIV-20,PRIV,QCC,7750-SR-12,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae19,10000000
FTW-PRIV-20,PRIV,QCC,7750-SR-12,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae19,10000000
FTW-PRIV-20,PRIV,QCC,7750-SR-12,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae5,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae9,10000000
FTW-PRIV-21,PRIV,QCC,7750-SR-12,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae1,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae18,20000000
FTW-PRIV-21,PRIV,QCC,7750-SR-12,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae18,20000000
FTW-SVCS-10,SVCS,QCC,MX960,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae0.0,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae8,10000000
FTW-SVCS-10,SVCS,QCC,MX960,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,ae1.0,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae8,10000000
FTW-VIRR-01,VIRR,QCC,VRR,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,em0.0,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae31.13,10000000
FTW-VIRR-01,VIRR,QCC,VRR,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,em1.0,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae31.15,10000000
FTW-VIRR-02,VIRR,QCC,VRR,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,em0.0,FTW-PCOR-20,PCOR,QCC,7950-XRS-20,ae31.14,10000000
FTW-VIRR-02,VIRR,QCC,VRR,FTW,14850 FAA BLVD,FORT WORTH,TEXAS,FTWQTXFH,em1.0,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae31.16,10000000
FTW1-AR1,AR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-0/0/0.0,FTW1-CR1,CR,TWTC-JUNIPER,MX960,xe-7/2/0.0,10000000
FTW1-AR1,AR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-11/0/0.0,FTW1-CR2,CR,TWTC-JUNIPER,MX960,xe-7/2/0.0,10000000
FTW1-AR2,AR,TWTC-JUNIPER,MX480,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-0/0/0.0,FTW1-CR1,CR,TWTC-JUNIPER,MX960,xe-1/0/1.0,10000000
FTW1-AR2,AR,TWTC-JUNIPER,MX480,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-2/0/0.0,FTW1-CR2,CR,TWTC-JUNIPER,MX960,xe-1/0/1.0,10000000
FTW1-AR3,AR,TWTC-JUNIPER,M320,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ge-0/0/0.0,FTW1-CR1,CR,TWTC-JUNIPER,MX960,xe-8/1/0.0,10000000
FTW1-AR3,AR,TWTC-JUNIPER,M320,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ge-1/0/0.0,FTW1-CR2,CR,TWTC-JUNIPER,MX960,xe-8/1/0.0,10000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-7/2/0.0,FTW1-AR1,AR,TWTC-JUNIPER,MX960,xe-0/0/0.0,10000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-1/0/1.0,FTW1-AR2,AR,TWTC-JUNIPER,MX480,xe-0/0/0.0,10000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-8/1/0.0,FTW1-AR3,AR,TWTC-JUNIPER,M320,ge-0/0/0.0,10000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae0.0,FTW1-CR2,CR,TWTC-JUNIPER,MX960,ae0.0,100000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae21.0,FTW1-ER1,ER,TWTC-JUNIPER,MX480,ae20.0,20000000
FTW1-CR1,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae5.0,SDR1.DAL1,SDR,GBLX,7750-SR-12e,ae36,40000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-7/2/0.0,FTW1-AR1,AR,TWTC-JUNIPER,MX960,xe-11/0/0.0,10000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-1/0/1.0,FTW1-AR2,AR,TWTC-JUNIPER,MX480,xe-2/0/0.0,10000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,xe-8/1/0.0,FTW1-AR3,AR,TWTC-JUNIPER,M320,ge-1/0/0.0,10000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae0.0,FTW1-CR1,CR,TWTC-JUNIPER,MX960,ae0.0,100000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae21.0,FTW1-ER1,ER,TWTC-JUNIPER,MX480,ae21.0,20000000
FTW1-CR2,CR,TWTC-JUNIPER,MX960,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae5.0,SDR2.DAL1,SDR,GBLX,7750-SR-12e,ae36,40000000
FTW1-ER1,ER,TWTC-JUNIPER,MX480,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae20.0,FTW1-CR1,CR,TWTC-JUNIPER,MX960,ae21.0,20000000
FTW1-ER1,ER,TWTC-JUNIPER,MX480,FTW1,515 HOUSTON ST,FORT WORTH,TEXAS,FTWOTXFO,ae21.0,FTW1-CR2,CR,TWTC-JUNIPER,MX960,ae21.0,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae25,AR2.DAL1,AR,GBLX,7750-SR-12,ae1,300000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae7,DAL1-CR3,CR,TWTC-JUNIPER,MX960,ae7.0,70000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3014,ERR41.DAL1,ERR,GBLX,VRR,em0.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3012,ERR42.DAL1,ERR,GBLX,VRR,em0.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae8,ESP1.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae14,ESP11.DAL3.DAL,ESP,GBLX,7750-SR-12,ae5,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae21,ESP12.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae22,ESP13.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae9,ESP2.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae4,ESP21.DAL1,ESP,GBLX,7750-SR-12,ae1,100000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae10,ESP3.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae3,ESP4.DAL1,ESP,GBLX,7750-SR-12,ae1,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae15,EVCR1.DAL1,EVCR,GBLX,7750-SR-12,ae1,80000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae36,FTW1-CR1,CR,TWTC-JUNIPER,MX960,ae5.0,40000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae35,LIT1-CR1,CR,TWTC-JUNIPER,MX960,ae2.0,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae19,MAR1.DAL1,MAR,GBLX,M120,ae1.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae23,MAR2.DAL1,MAR,GBLX,M120,ae1.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae12,PR7.DAL1,PR,GBLX,MX80,ae0.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae13,PR8.DAL1,PR,GBLX,MX480,ae0.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae30,SCR1.AUS1,SCR,GBLX,MX10003,ae1.0,100000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae38,SCR1.LIT2,SCR,GBLX,MX10003,ae1.0,100000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae33,SCR2.TCS2,SCR,GBLX,7750-SR-12,ae2,20000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae1,SDR2.DAL1,SDR,GBLX,7750-SR-12e,ae1,400000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae39,SDR3.DAL1,SDR,GBLX,MX10008,ae1.0,400000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae24,SHV2-AR1,AR,TWTC-JUNIPER,MX104,ae20.0,10000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae28,VPE1.DAL1,VPE,GBLX,MX480,ae0.0,60000000
SDR1.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3013,VRR41.DAL1,VRR,GBLX,VRR,em0.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae25,AR2.DAL1,AR,GBLX,7750-SR-12,ae2,300000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae6,DAL1-CR4,CR,TWTC-JUNIPER,MX960,ae7.0,70000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae26,ELP1-CR2,CR,TWTC-JUNIPER,MX960,ae1.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3024,ERR41.DAL1,ERR,GBLX,VRR,em1.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3022,ERR42.DAL1,ERR,GBLX,VRR,em1.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae9,ESP1.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae8,ESP1.OKC3,ESP,GBLX,7750-SR-12,ae1,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae17,ESP11.DAL3.DAL,ESP,GBLX,7750-SR-12,ae6,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae21,ESP12.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae22,ESP13.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae10,ESP2.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae4,ESP21.DAL1,ESP,GBLX,7750-SR-12,ae2,100000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae12,ESP3.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae3,ESP4.DAL1,ESP,GBLX,7750-SR-12,ae2,20000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae16,EVCR2.DAL1,EVCR,GBLX,7750-SR-12,ae1,80000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae36,FTW1-CR2,CR,TWTC-JUNIPER,MX960,ae5.0,40000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae20,MAR1.DAL1,MAR,GBLX,M120,ae2.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae24,MAR2.DAL1,MAR,GBLX,M120,ae2.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae14,PR7.DAL1,PR,GBLX,MX80,ae1.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae15,PR8.DAL1,PR,GBLX,MX480,ae1.0,10000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae37,SCR2.ELP1,SCR,GBLX,MX10003,ae1.0,100000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae38,SCR2.TUL2,SCR,GBLX,MX10003,ae1.0,100000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae1,SDR1.DAL1,SDR,GBLX,7750-SR-12e,ae1,400000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae2,SDR1.NVL1,SDR,GBLX,7750-SR-12e,ae5,300000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae30,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae3,300000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae39,SDR4.DAL1,SDR,GBLX,MX10008,ae1.0,400000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae27,VAR2.AMR2,VAR,TWTC-JUNIPER,MX10003,ae20.0,100000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,ae28,VPE2.DAL1,VPE,GBLX,MX480,ae0.0,60000000
SDR2.DAL1,SDR,GBLX,7750-SR-12e,DAL11,7668 WARREN PKWY,FRISCO,TEXAS,FRSDTXAR,xe-8/1/19.3023,VRR41.DAL1,VRR,GBLX,VRR,em1.0,10000000
ESP1.HOU1,ESP,GBLX,7750-SR-12,HOU1,12001 NORTH FWY,HOUSTON,TEXAS,HSTQTX02,ae3,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae14,20000000
ESP1.HOU1,ESP,GBLX,7750-SR-12,HOU1,12001 NORTH FWY,HOUSTON,TEXAS,HSTQTX02,ae4,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae12,20000000
ESP11.HOU2,ESP,GBLX,7750-SR-12,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae1,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae3,10000000
ESP11.HOU2,ESP,GBLX,7750-SR-12,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae2,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae4,10000000
ESP2.HOU1,ESP,GBLX,7750-SR-12,HOU1,12001 NORTH FWY,HOUSTON,TEXAS,HSTQTX02,ae3,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae15,10000000
ESP2.HOU1,ESP,GBLX,7750-SR-12,HOU1,12001 NORTH FWY,HOUSTON,TEXAS,HSTQTX02,ae4,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae13,10000000
ESP21.HOU2,ESP,GBLX,7750-SR-12,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae1,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae4,100000000
ESP21.HOU2,ESP,GBLX,7750-SR-12,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae2,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae5,100000000
EVCR1.HOU1,EVCR,GBLX,7750-SR-12,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae2,EVCR2.HOU1,EVCR,GBLX,7750-SR-12,ae2,40000000
EVCR1.HOU1,EVCR,GBLX,7750-SR-12,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae3,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae16,30000000
EVCR2.HOU1,EVCR,GBLX,7750-SR-12,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae2,EVCR1.HOU1,EVCR,GBLX,7750-SR-12,ae2,40000000
EVCR2.HOU1,EVCR,GBLX,7750-SR-12,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae3,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae14,30000000
MAR1.HOU1,MAR,GBLX,M120,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae1.0,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae13,10000000
MAR1.HOU1,MAR,GBLX,M120,HOU1,910 LOUISIANA ST,HOUSTON,TEXAS,HSTNTXRA,ae2.0,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae11,10000000
PR1.HOU2,PR,GBLX,MX104,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae0.0,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae5,10000000
PR1.HOU2,PR,GBLX,MX104,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae1.0,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae6,10000000
PR2.HOU2,PR,GBLX,MX104,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae0.0,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae6,10000000
PR2.HOU2,PR,GBLX,MX104,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae1.0,SDR2.HOU2,SDR,GBLX,7750-SR-12e,ae7,10000000
SDR1.HOU2,SDR,GBLX,7750-SR-12e,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,xe-9/1/39.3011,ERR41.HOU2,ERR,GBLX,VRR,em0.0,10000000
SDR1.HOU2,SDR,GBLX,7750-SR-12e,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,xe-9/1/39.3012,ERR42.HOU2,ERR,GBLX,VRR,em0.0,10000000
SDR1.HOU2,SDR,GBLX,7750-SR-12e,HOU2,2300 LYONS AVE,HOUSTON,TEXAS,HSTGTX05,ae14,ESP1.HOU1,ESP,GBLX,7750-SR-12,ae3,20000000
