network,type,router,software,chassis,clli_code
AS3549,PR,PR3.CLE1,10.0S27.2,M10i,CLEVOHIB
AS3549,AR,GRN1-AR1,19.1R2-S3,MX960,GNVLSCHP
AS209,EDGE,JFK2-EDGE-04,21.2R3-S3.5,MX480,NYCMNYAA
AS209,PCOR,STC2-PCOR-02,18.2R3-S8.5,MX960,STCDMNTO
AS3549,AR,DEN1-AR4,19.1R2-S3,MX480,AURSCOFW
AS3549,ER,WDC13-ER1,19.1R2-S3,MX960,WASHDC29
AS3549,VAR,VAR1.CNC6,21.4R3-S8.4,MX10003,CNCNOHBV
AS209,VSMR,MIA-VSMR-03,21.4R3-S8.4,MX10003,MIASFLTT
AS3549,PR,PR6.BOS1,21.2R3-S9.21,MX104,BSTNMACO
AS3549,ER,GRN1-ER1,15.1F5-S7.1,MX480,GNVLSCHP
AS3549,CR,CMH2-CR1,15.1F5-S8,MX480,CLMCOHIB
AS3549,AR,SBA1-AR4,14.1R8.6,M120,GOLTCAGR
AS3549,AR,ABQ3-AR2,21.2R3-S9.21,MX104,ALBQNMPC
AS209,DSL-GW,BOID-DSL-GW18.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS209,PCOR,MIA-PCOR-03,21.2R3-S9.20,MX960,MIASFLTT
AS3549,PR,PR5.ATL1,11.4R11.4,M120,ATLNGAQS
AS3549,SCR,SCR4.CIN1,21.4R3-S8.4,MX10003,CNCNOHBV
AS3549,ES,EWR2-ES2,12.3R3.4,EX4550_Virtual,SCCSNJFO
AS3549,ES,SLC2-ES2,20.2X4.1,ACX5448,SLKDUTYI
AS3549,AR,LIT1-AR1,19.1R2-S3,MX960,LTRKARGG
AS3549,AR,IRV1-AR1,19.1R2-S3,MX960,IRVECAJT
AS209,SVCS,CER-SVCS-10,15.1F6-S6.4,MX960,CHCGILDT
AS3549,ER,ROC1-ER1,15.1F5-S7.1,MX480,GATSNYAO
AS209,DSL-GW,BOID-DSL-GW16.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS3549,PR,PR1.MIA42,21.2R3-S9.21,MX104,MIBBFLLO
AS209,DSL-GW,HLRN-DSL-GW01.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS209,DSL-GW,HELN-DSL-GW04.HELN.QWEST.NET,19.4R3-S3.3,MX480,HLNAMTMA
AS3549,AR,BRK1-AR4,14.1R8.6,M120,BRFDWIJZ
AS209,PRIV,HLR-PRIV-14,6.7.3[Default],ASR9K,HLRNCOFP
AS3549,AR,TPA6-AR2,19.1R2-S3,MX960,TAMRFLWS
AS209,EDGE,LOS-EDGE-03,21.2R3-S3.5,MX960,LSANCAJW
AS209,SVCS,TPA-SVCS-10,15.1F6-S6.4,MX480,TAMRFLIY
AS3549,AR,SBA1-AR1,19.1R2-S3,MX960,GOLTCAGR
AS209,PRIV,PHL-PRIV-15,6.7.3[Default],ASR9K,PHLAPA03
AS209,DSL-GW,BOID-DSL-GW17.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS3549,ES,CLE5-ES1,12.3R3.4,EX4550_Virtual,CLEVOH97
AS209,SVCS,DCX5-SVCS-10,15.1F6-S6.4,MX480,ASBNVAMG
AS3549,CR,ABY1-CR1,15.1F5-S8,MX480,COLNNYEJ
AS209,VIRR,ORL-VIRR-01,23.4R2-S4.11,VRR,ORLFFL43
AS3549,VAR,VAR2.KSC6,21.4R3-S8.4,MX10003,KSCBMOVS
AS209,DSL-GW,DVNP-DSL-GW14.DVNP.QWEST.NET,19.4R3-S3.3,MX480,BTNDIAUT
AS209,PRIV,BOI2-PRIV-12,6.7.3[Default],ASR9K,BOISIDMA
AS3549,PR,PR7.IND1,21.2R3-S9.21,MX104,IPLUIN19
AS3549,CR,CAE1-CR1,18.2R3-S8.5,MX960,CLMASCTS
AS209,PRIV,RLG-PRIV-11,6.7.3[Default],ASR9K,RLGINCHK
AS209,DSL-GW,ALBQ-DSL-GW49.ALBQ.QWEST.NET,19.4R3-S3.3,MX480,ALBQNMPC
AS3549,CR,BRK1-CR1,15.1F5-S8,MX960,BRFDWIJZ
AS3549,AR,KSC1-AR2,14.1R8.6,M120,KSCYMOMC
AS209,PCOR,CLE-PCOR-03,18.2R3-S8.5,MX960,CLEYOHDH
AS3549,SCR,SCR2.WDC2,15.1F5-S8,T640,WASHDC29
AS3549,VAR,VAR1.SNA1,21.4R3-S8.4,MX10003,TUSTCAFT
AS3549,VAR,VAR2.BHM2,21.4R3-S8.4,MX10003,BRHOALOH
AS3549,AR,CSG1-AR2,14.1R8.6,M120,CLMBGAED
AS3549,CR,CMH2-CR2,15.1F5-S8,MX480,CLMCOHIB
AS3549,AR,CAE1-AR4,14.1R8.6,M120,CLMASCTS
AS209,DSL-GW,FRGO-DSL-GW13.FRGO.QWEST.NET,19.4R3-S3.3,MX480,FARGNDBC
AS3549,AR,RDU1-AR4,21.2R3-S9.20,MX480,RLGHNCJY
AS209,PRIV,BLT-PRIV-11,6.7.3[Default],ASR9K,BLTMMDDN
AS209,DSL-GW,BOID-DSL-GW13.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS209,DSL-GW,CDRR-DSL-GW17.CDRR.QWEST.NET,19.4R3-S3.3,MX480,CDRRIADT
AS209,PCOR,TOR2-PCOR-01,15.1F6-S6.4,MX480,TOROONXN
AS3549,AR,CMH1-AR3,14.1R8.6,M320,CLMDOH44
AS209,EDGE,TPA-EDGE-16,21.2R3-S3.5,MX960,TAMRFLIY
AS209,PRIV,LOS-PRIV-13,6.7.3[Default],ASR9K,LSANCAJW
AS209,PCOR,SPK2-PCOR-01,18.2R3-S8.5,MX960,SPKNWA01
AS3549,AR,GRN1-AR3,14.1R8.6,M120,GNVLSCHP
AS209,PCOR,BST-PCOR-04,18.2R3-S8.5,MX960,BSTPMALL
AS3549,ES,ATL50-ES2,20.2X4.1,ACX5448,ATLNGANG
AS3549,VAR,VAR1.OAK3,21.4R3-S8.4,MX10003,EMVLCA04
AS209,PRIV,ELP-PRIV-11,6.7.3[Default],ASR9K,ELPUTXFA
AS3549,ER,BRK1-ER1,15.1F5-S7.1,MX480,BRFDWIJZ
AS3549,ER,TOR1-ER1,19.1R2-S3,MX960,TORVONRF
AS3549,MAR,MAR1.LAX1,11.4R8.4,M120,LSANCARC
AS3549,AR,DEN1-AR51,14.1R7.4,M120,AURSCOFW
AS3549,AR,GSO1-AR3,14.1R8.6,M120,GNBPNCDN
AS3549,AR,ABY1-AR2,19.1R2-S3,MX960,COLNNYEJ
AS209,SVCS,DVR-SVCS-10,15.1F6-S6.4,MX480,DNVRCO26
AS3549,ER,OMA1-ER1,19.1R2-S3,MX960,BLLVNEBL
AS3549,VAR,VAR1.SLC2,22.4R3-S6.5,MX10004,SLKDUTYI
AS3549,AR,SAT1-AR4,14.1R8.6,M320,SNANTX91
AS209,DSL-GW,HLRN-DSL-GW12.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS3549,AR,PHX1-AR4,14.1R8.6,M320,PHNZAZDM
AS3549,PR,PR6.IND1,21.2R3-S9.21,MX104,IPLUIN19
AS3549,SDR,SDR1.ATL2,16.0.R20,7750-SR-12e,ATLNGAMQ
AS209,VSMR,CER-VSMR-01,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,CHCGILDT
AS209,PCOR,SXF-PCOR-04,18.2R3-S8.5,MX960,SXFLSDNW
AS209,EDGE,ANC-EDGE-02,21.2R3-S3.5,MX480,ANCRAKXE
AS209,DSL-GW,ALBQ-DSL-GW48.ALBQ.QWEST.NET,19.4R3-S3.3,MX480,ALBQNMPC
AS3549,AR,FRS1-AR4,14.1R8.6,M120,FRSNCAVV
AS209,PBRR,DAL-PBRR-01,03.10.05.S,ASR1004,DLLSTX37
AS3549,PR,PR5.PHX1,21.2R3-S9.21,MX104,PHNBAZCF
AS209,DSL-GW,DESM-DSL-GW27.DESM.QWEST.NET,19.4R3-S3.3,MX480,DESMIADT
AS209,DSL-GW,HLRN-DSL-GW05.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS209,PRIV,KCM-PRIV-15,6.7.3[Default],ASR9K,KSCAMO96
AS209,DSL-GW,HLRN-DSL-GW08.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS209,VSMR,CER-VSMR-02,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,CHCGILDT
AS3549,AR,MON1-AR1,19.1R2-S3,MX960,LCHNPQEQ
AS3549,AR,MGM2-AR1,21.2R3-S9.21,MX104,MTGMAAS33561
AS3549,VAR,VAR1.SPK3,21.4R3-S8.4,MX10003,SPKNWA01
AS209,SVCS,CDR2-SVCS-10,15.1F6-S6.4,MX480,CDRRIADT
AS209,PRIV,SPK2-PRIV-11,6.7.3[Default],ASR9K,SPKNWA01
AS209,PRIV,SFD-PRIV-12,6.7.3[Default],ASR9K,SFLDMIBV
AS209,PRIV,CHR-PRIV-17,6.7.3[Default],ASR9K,CHRONCJS
AS3549,SCR,SCR2.SAC1,16.0.R20,7750-SR-12,SCRMCACN
AS209,SVCS,DLT-SVCS-10,15.1F6-S6.4,MX480,DLTHMNAT
AS209,EDGE,CER-EDGE-21,21.2R3-S9.20,MX480,CHCGILDT
AS209,EDGE,OMH-EDGE-11,21.2R3-S3.5,MX480,OMAHNEKG
AS209,PRIV,SND-PRIV-11,6.7.3[Default],ASR9K,SNDICATF
AS209,VSMR,IAH-VSMR-01,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,HSTSTXJV
AS3549,SDR,SDR1.LAX1,16.0.R20,7750-SR-12e,LSANCARC
AS209,PCOR,CHR-PCOR-06,18.2R3-S8.5,MX960,CHRONCJS
AS3549,ES,SJO49-ES31,23.4R2-S3.10-EVO,ACX7100-32C,SNVACABB
AS209,VSMR,MIN2-VSMR-02,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,MPLSMNFD
AS3549,ES,OSU1-ES31,23.4R2-S3.10-EVO,ACX7100-32C,CLMFOH15
AS3549,ES,ATL12-ES32,23.4R2-S3.10-EVO,ACX7100-32C,ATLDGAUY
AS3549,ER,NSH1-ER1,15.1F5-S7.1,MX480,NSVOTNAO
AS209,DSL-GW,ALBQ-DSL-GW50.ALBQ.QWEST.NET,19.4R3-S3.3,MX480,ALBQNMPC
AS3549,VAR,VAR2.SLC5,21.4R3-S8.4,MX10003,SLKDUTTX
AS3549,SDR,SDR2.WDC1,16.0.R20,7750-SR-12e,MCLNVA23
AS209,SVCS,TLH-SVCS-10,15.1F6-S6.4,MX480,TLHSFLTE
AS3549,ES,PHX2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,PHNHAZVA
AS209,SVCS,ATL-SVCS-10,15.1F6-S6.4,MX480,ATLNGAMA
AS3549,CR,BGM1-CR2,15.1F5-S8,MX480,BNGHNYHN
AS209,VSMR,FRP-VSMR-02,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,FRPKGACX
AS3356,EBR,EBR3.MIA1,23.10.R6,7950-XRS-20,MIATFLAD
AS3549,SCR,SCR2.STL1,16.0.R20,7750-SR-12,STLVMOSJ
AS3549,ESP,ESP21.LAX1,16.0.R15,7750-SR-12,LSANCA54
AS209,PRIV,DCA-PRIV-15,6.7.3[Default],ASR9K,WASIDCRG
AS3549,ES,NWR1-ES2,20.2X4.1,ACX5448,NWRKNJMD
AS3549,AR,HSV1-AR1,21.2R3-S9.21,MX104,HNVIALDY
AS209,PRIV,JFK-PRIV-14,6.7.3[Default],ASR9K,NYCMNYZR
AS3549,SDR,SDR2.MIA1,16.0.R20,7750-SR-12e,MIATFLAD
AS209,PRIV,PHL-PRIV-14,6.7.3[Default],ASR9K,PHLAPA03
AS209,DSL-GW,DESM-DSL-GW28.DESM.QWEST.NET,19.4R3-S3.3,MX480,DESMIADT
AS3549,ES,ATL2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,ATLNGAMQ
AS209,SVCS,POR-SVCS-10,15.1F6-S6.4,MX480,PTLDOR61
AS3549,VAR,VAR31.CHI2,22.4R3-S6.5,MX304,CHCGILDT
AS3549,ES,LAS7-ES2,20.2X4.1,ACX5448,LSVLNV94
AS3549,AR,FTW1-AR1,19.1R2-S3,MX960,FTWOTXFO
AS3549,SCR,SCR1.TUL2,21.4R3-S8.4,MX10003,TULUOKBR
AS209,PRIV,EWS3-PRIV-11,6.7.3[Default],ASR9K,NWRKNJMD
AS3549,AR,HOU1-AR5,14.1R8.6,M120,HSTOTX42
AS3549,MAR,MAR1.HOU1,11.4R8.4,M120,HSTNTXRA
AS3549,SCR,SCR2.AUS1,21.4R3-S8.4,MX10003,AUSTTXUH
AS3549,ES,LAX16-ES32,23.4R2-S3.10-EVO,ACX7100-32C,ELSGCABS
AS3549,VAR,VAR2.CNC6,21.4R3-S8.4,MX10003,CNCNOHBV
AS209,PRIV,PHL-PRIV-13,6.7.3[Default],ASR9K,PHLAPA03
AS3549,AR,TPA6-AR1,19.1R2-S3,MX960,TAMRFLWS
AS209,PCOR,DES-PCOR-04,18.2R3-S8.5,MX960,DESMIADT
AS209,DSL-GW,HLRN-DSL-GW02.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS3356,EBR,EBR2.ATL1,23.10.R6,7950-XRS-20,ATLNGAHP
AS3549,AR,RCH2-AR1,19.1R2-S3,MX960,RCMEVAXN
AS3549,AR,MSP2-AR1,15.1F5-S7.1,MX960,MPLSMNCD
AS3549,AR,LCH1-AR3,14.1R8.6,M120,LKCHLAWU
AS3549,ES,SJO49-ES1,20.2X4.1,ACX5448,SNVACABB
AS209,DSL-GW,HELN-DSL-GW02.HELN.QWEST.NET,12.2(33)SB13,C10008,HLNAMTMA
AS209,VSMR,IAH-VSMR-02,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,HSTSTXJV
AS209,EDGE,DCA-EDGE-22,21.2R3-S3.5,MX960,WASIDCRG
AS3549,CR,LAX1-CR1,18.2R3-S8.5,MX960,LSANCARC
AS3549,VAR,VAR2.RAL1,21.4R3-S8.4,MX10003,RLGHNCJV
AS3549,CR,BRK1-CR2,15.1F5-S8,MX960,BRFDWIJZ
AS209,PRIV,BUR-PRIV-14,6.7.3[Default],ASR9K,BRBNCACG
AS209,SVCS,IPL-SVCS-10,15.1F6-S6.4,MX480,IPLXINIF
AS3549,VAR,VAR4.NSH6,22.4R3-S6.5,MX10004,NSVMTN17
AS209,PRIV,JCV-PRIV-11,6.7.3[Default],ASR9K,JCVLFLJB
AS209,VSMR,TKW-VSMR-01,15.2(20150409:165346) [v152_4_s4_ctl_es_throttle-srapuru-v152_4_S4-es 203],7609,TKWLWALL
AS209,DSL-GW,BLNG-DSL-GW16.BLNG.QWEST.NET,19.4R3-S3.3,MX480,BLNGMTSG
AS209,DSL-GW,CHEY-DSL-GW06.CHEY.QWEST.NET,19.4R3-S3.3,MX480,CHYNWYMA
AS3549,VAR,VAR1.WDC111,22.4R3-S6.5,MX10004,ASBNVAMG
AS3549,AR,LCH1-AR4,19.1R2-S3,MX480,LKCHLAWU
AS209,PCOR,DCX5-PCOR-02,21.4R3-S8.4,MX10008,ASBNVAMG
AS209,PRIV,RCR-PRIV-12,6.7.3[Default],ASR9K,RCRDCAHL
AS3549,AR,CNC1-AR4,14.1R8.6,M120,CNCNOHRN
AS209,PCOR,ROC2-PCOR-03,21.4R3-S8.4,MX10003,ROCHMNRO
AS3549,PR,PR2.NYC1,11.4R11.4,M120,NYCMNY83
AS3549,CR,LIT1-CR1,15.1F5-S8,MX960,LTRKARGG
AS3549,AR,ATL6-AR3,21.2R3-S9.20,MX960,ATLNGAHP
AS3549,AR,JAN1-AR1,21.2R3-S9.21,MX104,JCSNMSHA
AS209,DSL-GW,BSMR-DSL-GW08.BSMR.QWEST.NET,19.4R3-S3.3,MX480,BSMRNDCP
AS209,PCOR,ROC2-PCOR-04,21.4R3-S8.4,MX10003,ROCHMNRO
AS3549,CR,ONT1-CR2,15.1F5-S8,MX480,ONTRCAFX
AS3549,AR,NYC6-AR1,19.1R2-S3,MX960,NYCPNYYK
AS3549,ES,PDX4-ES2,20.2X4.1,ACX5448,PTLGORIA
AS209,SVCS,BIS-SVCS-10,15.1F6-S6.4,MX480,BSMRNDCP
AS3549,PR,PR1.TOR1,21.2R3-S9.21,MX104,TORVONRF
AS3549,ES,ASH2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,RSTNVA14
AS209,DSL-GW,DLTH-DSL-GW17.DLTH.QWEST.NET,19.4R3-S3.3,MX480,DLTHMNAT
AS3549,VAR,VAR31.PHX2,22.4R3-S6.5,MX304,PHNHAZVA
AS209,DSL-GW,TUKW-DSL-GW69.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS209,PRIV,MRH-PRIV-11,6.7.3[Default],ASR9K,MRHGMOKZ
AS209,VSMR,FRP-VSMR-01,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,FRPKGACX
AS3549,SCR,SCR1.SAC1,16.0.R20,7750-SR-12,SCRMCACN
AS3549,ES,PHX4-ES2,20.2X4.1,ACX5448,PHNDAZ91
AS209,VIRR,LOS-VIRR-01,23.4R2-S4.11,VRR,LSANCAJW
AS3549,ES,ATL12-ES31,23.4R2-S3.10-EVO,ACX7100-32C,ATLDGAUY
AS3549,SCR,SCR1.DET1,16.0.R20,7750-SR-12,SFLDMIOL
AS3549,SCR,SCR1.IND1,16.0.R20,7750-SR-12,IPLUIN19
AS3549,VAR,VAR2.CHI11,21.4R3-S8.4,MX960,CHCTILWC
AS209,DSL-GW,TCSO-DSL-GW27.TCSO.QWEST.NET,19.4R3-S3.3,MX480,TCSNAZ64
AS209,VIRR,LOS-VIRR-02,23.4R2-S4.11,VRR,LSANCAJW
AS3549,ES,SEA2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,STTLWAWB
AS209,EDGE,SVL-EDGE-26,21.2R3-S3.5,MX480,SNVACAHZ
AS3549,ES,SJO74-ES32,23.4R2-S3.10-EVO,ACX7100-32C,SNTECARM
AS3549,VAR,VAR2.REN1,21.4R3-S8.4,MX10003,RENPNVAR
AS209,PRIV,LOS-PRIV-12,6.7.3[Default],ASR9K,LSANCAJW
AS3549,CR,BFL1-CR2,15.1F5-S8,MX480,BKFECAAA
AS3356,EBR,EBR4.ATL1,23.10.R8,7750-SR-7s,ATLNGAHP
AS3549,AR,MOB1-AR2,14.1R8.6,M120,MOBLALFW
AS209,DSL-GW,EUG2-DSL-GW01.EUG2.QWEST.NET,21.2R3-S9.20,MX480,EUGNOR53
AS3549,ES,NYC6-ES2,20.2X4.1,ACX5448,NYCPNYYK
AS209,EDGE,FRP-EDGE-07,21.2R3-S3.5,MX960,FRPKGACX
AS3549,ES,SJO1-ES2,20.2X4.1,ACX5448,SNVACAID
AS3549,AR,ROC1-AR5,19.1R2-S3,MX960,GATSNYAO
AS209,PCOR,DCX5-PCOR-01,21.4R3-S8.4,MX10008,ASBNVAMG
AS209,PRIV,BST-PRIV-13,6.7.3[Default],ASR9K,BSTPMALL
AS209,EDGE,LCR-EDGE-01,21.2R3-S3.5,MX480,LCRSWIXC
AS3549,SCR,SCR1.BOS1,16.0.R20,7750-SR-12,BSTNMACO
AS3549,PR,PR5.NWR1,21.2R3-S9.21,MX104,NWRKNJMD
AS209,DSL-GW,EUG2-DSL-GW02.EUG2.QWEST.NET,21.2R3-S9.20,MX480,EUGNOR53
AS209,DSL-GW,LSV2-DSL-GW07.LSV2.QWEST.NET,21.2R3-S9.20,MX480,LSVGNVXB
AS3549,ER,LCH1-ER1,15.1F5-S7.1,MX480,LKCHLAWU
AS209,DSL-GW,PTLD-DSL-GW41.PTLD.QWEST.NET,12.2(33)SB13,C10008,PTLDOR61
AS209,PCOR,TOR2-PCOR-02,15.1F6-S6.4,MX480,TOROONXN
AS209,EDGE,JFK-EDGE-26,21.2R3-S3.5,MX480,NYCMNYZR
AS3549,AR,KSC1-AR1,19.1R2-S3,MX960,KSCYMOMC
AS209,VSMR,MIN2-VSMR-01,12.2(20110316:160644) [skanuri-122-33-srd3q3 114],7609,MPLSMNFD
AS3549,CR,ELP1-CR1,18.2R3-S8.5,MX960,ELPSTX98
AS3549,VAR,VAR1.CLT7,21.4R3-S8.4,MX10003,CHRLNCRL
AS3549,SCR,SCR1.AQQ5,16.0.R20,7750-SR-12,ALBQNMPC
AS209,PRIV,SNA-PRIV-11,6.7.3[Default],ASR9K,SNANTX41
AS209,PRIV,CHR-PRIV-18,6.7.3[Default],ASR9K,CHRONCJS
AS209,PRIV,FTW-PRIV-12,6.7.3[Default],ASR9K,FTWQTXFH
AS209,DSL-GW,TUKW-DSL-GW75.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS3549,PR,PR7.PHI1,21.2R3-S9.21,MX104,PHLBPAPU
AS3549,SDR,SDR4.DAL1,21.4R3-S8.4,MX10008,DLLATX37
AS209,DSL-GW,DLTH-DSL-GW19.DLTH.QWEST.NET,12.2(33)SB13,C10008,DLTHMNAT
AS3549,PR,PR6.PHX1,21.2R3-S9.21,MX104,PHNBAZCF
AS3549,SCR,SCR1.TMP1,16.0.R20,7750-SR-12,TAMRFLWS
AS209,PCOR,LCR-PCOR-01,18.2R3-S8.5,MX960,LCRSWIXC
AS209,EDGE,STC2-EDGE-03,21.2R3-S3.5,MX480,STCDMNTO
AS3549,AR,SLO1-AR1,19.1R2-S3,MX960,SNLOCAFK
AS209,EDGE,BUR-EDGE-19,21.2R3-S9.20,MX480,BRBNCACG
AS3549,ES,SJO1-ES3,20.2X4.1,ACX5448,SNVACAID
AS209,PRIV,MMP-PRIV-12,6.7.3[Default],ASR9K,MMPHTN08
AS3549,ES,CHI97-ES32,23.4R2-S3.10-EVO,ACX7100-32C,CHCLILWI
AS3549,AR,SAT1-AR3,19.1R2-S3,MX480,SNANTX91
AS3549,ES,PDX4-ES3,20.2X4.1,ACX5448,PTLGORIA
AS209,EDGE,DCX2-EDGE-01,21.2R3-S3.5,MX960,ASBNVACZ
AS209,PCOR,OMH-PCOR-03,18.2R3-S8.5,MX960,OMAHNEKG
AS3549,MAR,MAR1.DEN1,11.4R8.4,M120,DNVTCO56
AS209,EDGE,DVN-EDGE-06,21.2R3-S3.5,MX480,BTNDIAUT
AS3549,SDR,SDR1.NYC1,16.0.R20,7750-SR-12e,NYCMNY83
AS209,PCOR,TOR-PCOR-02,15.1F6-S6.4,MX480,SSVLONAA
AS209,DSL-GW,STPL-DSL-GW15.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS3549,ES,ATL12-ES1,20.2X4.1,ACX5448,ATLDGAUY
AS3549,SDR,SDR2.WDC111,21.4R3-S8.4,MX10008,ASBNVAMG
AS3549,CR,LIT1-CR2,15.1F5-S8,MX960,LTRKARGG
AS3549,SCR,SCR3.PHI1,16.0.R20,7750-SR-12e,PHLBPAPU
AS209,PCOR,TOR-PCOR-01,15.1F6-S6.4,MX480,SSVLONAA
AS3549,ES,LAS5-ES2,20.2X4.1,ACX5448,ETRPNVMA
AS209,VIRR,ABQ-VIRR-02,23.4R2-S4.11,VRR,ALBQNMPC
AS209,PRIV,JFK2-PRIV-12,6.7.3[Default],ASR9K,NYCMNYAA
AS209,PCOR,OMH-PCOR-04,18.2R3-S8.5,MX960,OMAHNEKG
AS209,PCOR,HNL-PCOR-04,18.2R3-S8.5,MX960,HNLLHIEL
AS209,VIRR,TOR2-VIRR-02,23.4R2-S4.11,VRR,TOROONXN
AS209,PRIV,CHC-PRIV-14,6.7.3[Default],ASR9K,CHCGILMQ
AS3549,ES,SJO74-ES31,23.4R2-S3.10-EVO,ACX7100-32C,SNTECARM
AS209,SVCS,FTW-SVCS-10,15.1F6-S6.4,MX960,FTWQTXFH
AS209,PRIV,SVL-PRIV-12,6.7.3[Default],ASR9K,SNVACAHZ
AS209,DSL-GW,SXCT-DSL-GW05.SXCT.QWEST.NET,19.4R3-S3.3,MX480,SXCYIADT
AS209,PRIV,IAH-PRIV-16,6.7.3[Default],ASR9K,HSTSTXJV
AS3356,EBR,EBR3.ATL1,23.10.R8,7750-SR-7s,ATLNGAHP
AS3549,AR,NWO1-AR2,14.1R8.6,M120,NWORLAMO
AS3549,CR,LOU1-CR2,15.1F5-S8,MX960,LSVLKY18
AS209,PRIV,FTW-PRIV-11,6.7.3[Default],ASR9K,FTWQTXFH
AS3549,ES,POR24-ES32,23.4R2-S3.10-EVO,ACX7100-32C,HLBOORNF
AS209,PCOR,LOS-PCOR-20,16.0.R20,7950-XRS-40,LSANCAJW
AS3549,VAR,VAR32.ASH2,22.4R3-S6.5,MX304,RSTNVA14
AS209,SVCS,HLN2-SVCS-10,15.1F6-S6.4,MX480,HLNAMTMA
AS209,PRIV,PHN4-PRIV-13,6.7.3[Default],ASR9K,PHNXAZNE
AS209,EDGE,IAH-EDGE-09,15.1R4-S7,M320,HSTSTXJV
AS3549,SCR,SCR1.TUS1,16.0.R20,7750-SR-12e,TUSTCAFT
AS3549,ES,OSU1-ES32,23.4R2-S3.10-EVO,ACX7100-32C,CLMFOH15
AS209,PRIV,MIL-PRIV-11,6.7.3[Default],ASR9K,MILAWIIR
AS3549,ESP,ESP21.NYC1,16.0.R15,7750-SR-12,NYCMNY83
AS209,PCOR,NLR-PCOR-01,18.2R3-S8.5,MX960,NLRKARGP
AS209,DSL-GW,STPL-DSL-GW13.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS3549,MAR,MAR1.DAL1,11.4R8.4,M120,DLLSTX37
AS3549,VAR,VAR31.CHI10,22.4R3-S6.5,MX304,CHCGILDT
AS209,VIRR,EWS3-VIRR-02,23.4R2-S4.11,VRR,NWRKNJMD
AS209,PCOR,FTM-PCOR-01,18.2R3-S8.5,MX960,FTMYFLXA
AS3549,SCR,SCR2.ALB1,21.4R3-S8.4,MX10003,ALBYNYVP
AS3549,VAR,VAR31.SJC1,22.4R3-S6.5,MX304,SNJUCACL
AS3549,CR,GSO1-CR1,15.1F5-S8,MX480,GNBPNCDN
AS209,PCOR,SPK2-PCOR-02,18.2R3-S8.5,MX960,SPKNWA01
AS3549,ES,NWR2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,SCCSNJ69
AS3549,VAR,VAR31.CHI97,22.4R3-S6.5,MX304,CHCLILWI
AS209,EDGE,FRP-EDGE-04,15.1R4-S7,M320,FRPKGACX
AS209,DSL-GW,DLTH-DSL-GW20.DLTH.QWEST.NET,19.4R3-S3.3,MX480,DLTHMNAT
AS3549,VAR,VAR1.TOR1,21.4R3-S8.4,MX10003,TORVONRF
AS3549,SCR,SCR3.LAX1,18.2R3-S8.5,MX960,LSANCARC
AS3549,VAR,VAR3.REN1,21.4R3-S8.4,MX10003,RENPNVAR
AS209,PRIV,JFK-PRIV-13,6.7.3[Default],ASR9K,NYCMNYZR
AS3549,ES,ASH2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,RSTNVA14
AS209,VIRR,DCX5-VIRR-02,23.4R2-S4.11,VRR,ASBNVAMG
AS209,SVCS,FTM-SVCS-10,15.1F6-S6.4,MX480,FTMYFLXA
AS209,DSL-GW,BOID-DSL-GW19.BOID.QWEST.NET,21.2R3-S9.20,MX480,BOISIDMA
AS3549,ER,LAS1-ER1,15.1F5-S7.1,MX480,LSVKNV99
AS3549,SCR,SCR4.MIA1,21.2R3-S9.20,MX960,MIATFLAD
AS3549,VAR,VAR32.PHX2,22.4R3-S6.5,MX304,PHNHAZVA
AS209,PRIV,CIN3-PRIV-10,6.7.3[Default],ASR9K,CNCOOHRG
AS209,EDGE,DCX2-EDGE-02,15.1F6-S6.4,MX960,ASBNVACZ
