location_code,short_name,location_name,address,address_2,city,state,postal_code,country,timezone_name,timezone_offset,latitude,longitude,region
GRGWTX40,ggw1,GeorgeWest1,4759 HIGHWAY 59,,GEORGE WEST,TEXAS,78022,US,CENTRAL TIME,-6,28.342047,-97.915054,
WHTSTX06,ggw2,GeorgeWest2,583 N HWY 281A,,WHITSETT,TEXAS,78075,US,CENTRAL TIME,-6,28.623156,-98.256493,
LGLNNVXF,bhd1,BullheadCity1,1175 W CASINO DR,,LAUGHLIN,NEVADA,89029,US,MOUNTAIN TIME,-7,35.127541,-114.607307,
ELKNNCXA,wns4,WinstonSalem4,280 N BRIDGE ST,,ELKIN,NORTH CAROLINA,28621,US,EASTERN TIME,-5,36.247261,-80.851044,
PARSFRPX,par30,Paris30,102 DE RIVOLI RUE,,PARIS,ILE-DE-FRANCE,75001,FR,PACIFIC TIME,-8,48.858822,2.347781,
ANKRTU52,ank2,Ankara2,SADITURK BLVD,TURKCELL SUPERONLINE,MALIKOY,ANKARA,6909,TR,"ATHENS, BERIUT, CAIRO",2,39.808407,32.377838,
CLSTCOHK,csp11,ColoradoSprings11,520 E COLORADO AVE,,COLORADO SPRINGS,COLORADO,80903,US,MOUNTAIN TIME,-7,38.832409,-104.81517,
MACNGATK,mcn3,Macon3,1701 6TH ST,NSRR MP 192.00,MACON,GEORGIA,31206,US,EASTERN TIME,-5,32.815895,-83.633766,
FRSNCAXT,frs6,Fresno6,5035 E MCKINLEY AVE,,FRESNO,CALIFORNIA,93727,US,PACIFIC TIME,-8,36.765388,-119.725967,
FNNSFRAA,cqf1,Calais1,FOND DE FIENNES RUE DU MONT,,FIENNES,NORD-PAS-DE-CALAIS,62132,FR,CET  CENTRAL EUROPEAN,1,50.838612,1.8335,
RCKNENAA,afd1,Ashford1,HAMSTREET RD,1 NORTH VIEW,ASHFORD,KENT,TN26 2NU,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.063049,0.8774,
BTHSMDCA,wdc123,Washington123,7700 WISCONSIN AVE,,BETHESDA,MARYLAND,20814,US,EASTERN TIME,-5,38.986721,-77.095001,
NDHMMAGB,bos40,Boston40,189 B ST,,NEEDHAM,MASSACHUSETTS,2494,US,EASTERN TIME,-5,42.300041,-71.214958,
LTRKARHY,lit36,LittleRock36,401 MAIN ST,,LITTLE ROCK,ARKANSAS,72201,US,CENTRAL TIME,-6,34.74493,-92.270569,
AUSBTXAL,aus29,Austin29,10414 MCKALLA PL,,AUSTIN,TEXAS,78758,US,CENTRAL TIME,-6,30.38628,-97.718773,
PUBLCOCH,pbl1,Pueblo1,2200 7TH AVE,,PUEBLO,COLORADO,81003,US,MOUNTAIN TIME,-7,38.28846,-104.623589,
LXTNKYLV,lex4,Lexington4,1065 RUSSELL CAVE RD,,LEXINGTON,KENTUCKY,40505,US,EASTERN TIME,-5,38.065361,-84.487572,
FRSNCATU,frs7,Fresno7,5111 E MCKINLEY AVE,,FRESNO,CALIFORNIA,93727,US,PACIFIC TIME,-8,36.765572,-119.722839,
CLMASCQZ,cae11,Columbia11,6027 GARNERS FERRY RD,WLTX - TV,COLUMBIA,SOUTH CAROLINA,29209,US,EASTERN TIME,-5,33.98333,-80.965324,
OMAKNERP,oma11,Omaha11,1001 S 10TH ST,,OMAHA,NEBRASKA,68108,US,CENTRAL TIME,-6,41.250038,-95.929253,
VDNEFR03,nte1,Nantes1,13 ROUTE DE LAIGUILLON,,SAINT-GILLES-CROIX-DE-VIE,VENDEE,85800,FR,CET  CENTRAL EUROPEAN,1,46.691273,-1.909701,
SYRCNYSJ,syr10,Syracuse10,1000 JAMES ST,,SYRACUSE,NEW YORK,13203,US,EASTERN TIME,-5,43.059078,-76.134102,
CLCHVTCX,btv27,Burlington27,298 MOUNTAIN VIEW DR,,COLCHESTER,VERMONT,5446,US,EASTERN TIME,-5,44.511044,-73.184532,
ERIEPAWD,eri4,Erie4,3514 STATE ST,,ERIE,PENNSYLVANIA,16508,US,EASTERN TIME,-5,42.10434,-80.068939,
MOBLALFE,mob9,Mobile9,555 BROADCAST DR,,MOBILE,ALABAMA,36606,US,CENTRAL TIME,-6,30.671591,-88.115501,
CLWRFLGC,tmp33,Tampa33,2451 N MCMULLEN BOOTH RD,,CLEARWATER,FLORIDA,33759,US,EASTERN TIME,-5,28.01123,-82.709511,
MIBBFLLO,mia42,Miami42,1109 NW 22ND ST,,MIAMI,FLORIDA,33127,US,EASTERN TIME,-5,25.79801,-80.214333,
NQUNAGAI,nqn4,Neuquen4,ALTA BARDA S/N,,ANELO,NEUQUEN,8305,AR,"BUENOS AIRES, GREENLAND",-3,-38.348721,-68.79966,
DESMIAUS,dem9,DesMoines9,1801 GRAND AVE,,DES MOINES,IOWA,50309,US,CENTRAL TIME,-6,41.585072,-93.641869,
SBTNVT04,btv28,Burlington28,30 JOY DR,,SOUTH BURLINGTON,VERMONT,5403,US,EASTERN TIME,-5,44.450409,-73.200554,
ROCJNYCJ,rcs9,Rochester9,191 EAST AVE,WHEC-TV 10,ROCHESTER,NEW YORK,14604,US,EASTERN TIME,-5,43.155972,-77.599388,
BSMNFRAB,rou1,Rouen1,LIEU DIT VILLAGE DE BOISEMONT,,BOISEMONT,HAUTE-NORMANDIE,27150,FR,CET  CENTRAL EUROPEAN,1,49.280785,1.493659,
VLLRFRAA,rou2,Rouen2,ROUTE DEPARTEMENTALE 925,,VEULES LES ROSES,HAUTE-NORMANDIE,76980,FR,CET  CENTRAL EUROPEAN,1,49.880451,0.82571,
NYSMFRAA,amn1,Amiens1,COMMUNE DE NOYELLES SUR MER,,NOYELLES SUR MER,HEIGHTS OF FRANCE,80860,FR,CET  CENTRAL EUROPEAN,1,50.200001,1.747089,
PMLUHIAB,hon7,Honolulu7,58-350 KAMEHAMEHA HWY,GE AMERICOM (SES AMERICOM),HALEIWA,HAWAII,96712,US,"HAWAII, TAHITI",-10,21.678461,-158.033478,
JHCYTNXC,tri3,TriCities3,3417 N ROAN ST,,JOHNSON CITY,TENNESSEE,37601,US,EASTERN TIME,-5,36.364113,-82.394539,
HNVIALLW,htv4,Huntsville4,2804 MASTIN LAKE RD NW,,HUNTSVILLE,ALABAMA,35810,US,CENTRAL TIME,-6,34.772293,-86.603844,
WDMNIASC,dem10,DesMoines10,3903 WESTOWN PKWY,,WEST DES MOINES,IOWA,50266,US,CENTRAL TIME,-6,41.597149,-93.757507,
RCMEVAAZ,rch14,Richmond14,3301 W BROAD ST,,RICHMOND,VIRGINIA,23230,US,EASTERN TIME,-5,37.56662,-77.4758,
NSKYNYAJ,alb7,Albany7,1400 BALLTOWN RD,,NISKAYUNA,NEW YORK,12309,US,EASTERN TIME,-5,42.812901,-73.891342,
NMPAID04,boi9,Boise9,1866 E CHISHOLM DR,CHANNEL 6,NAMPA,IDAHO,83687,US,MOUNTAIN TIME,-7,43.599609,-116.54805,
CHHMMA30,bbl1,Barnstable1,59 CHASE ST,,CHATHAM,MASSACHUSETTS,2633,US,EASTERN TIME,-5,41.675999,-69.954369,
BFLONYCV,buf19,Buffalo19,259 DELAWARE AVE,,BUFFALO,NEW YORK,14202,US,EASTERN TIME,-5,42.891602,-78.875587,
TAIPTWVH,tpe3,Taipei3,8 GUOQING RD,,NEW TAIPEI CITY,,22062,TW,"PERTH, BEIJING, SINGAPORE",8,24.99486,121.458473,
CLMHOH71,clb24,Columbus24,1 BLACK AND GOLD BLVD,,COLUMBUS,OHIO,43211,US,EASTERN TIME,-5,40.007435,-82.988907,
FTMYFL23,fmy15,FtMyers15,3719 CENTRAL AVE,,FORT MYERS,FLORIDA,33901,US,EASTERN TIME,-5,26.608301,-81.863258,
JHCYTN70,tri4,TriCities4,338 E MAIN ST,,JOHNSON CITY,TENNESSEE,37601,US,EASTERN TIME,-5,36.317749,-82.348938,
HLTVTXBQ,hou73,Houston73,2200 TEXAS ST,,HOUSTON,TEXAS,77003,US,CENTRAL TIME,-6,29.752254,-95.352928,
HNLLHIVP,hon8,Honolulu8,88 PIIKOI ST,,HONOLULU,HAWAII,96814,US,"HAWAII, TAHITI",-10,21.292669,-157.847748,
HNLLHINU,hon9,Honolulu9,801 S KING ST,1 ARCHER LANE,HONOLULU,HAWAII,96813,US,"HAWAII, TAHITI",-10,21.302259,-157.852295,
OMAJNEWI,oma12,Omaha12,3501 FARNAM ST,,OMAHA,NEBRASKA,68131,US,CENTRAL TIME,-6,41.257214,-95.964752,
JHCYNYBN,bgm3,Binghamton3,560 COLUMBIA DR,WBNG TV,JOHNSON CITY,NEW YORK,13790,US,EASTERN TIME,-5,42.132599,-75.962463,
FARGNDZV,far2,Fargo2,1350 21ST AVE S,,FARGO,NORTH DAKOTA,58103,US,CENTRAL TIME,-6,46.846661,-96.802155,
LCRSWIIS,lcr2,LaCrosse2,141 6TH ST S,,LA CROSSE,WISCONSIN,54601,US,CENTRAL TIME,-6,43.810459,-91.247742,
NSCYSDBM,sxc3,SiouxCity3,100 GOLD CIR,,DAKOTA DUNES,SOUTH DAKOTA,57049,US,CENTRAL TIME,-6,42.502411,-96.490242,
CHHM2500,bbl2,Barnstable2,59 CHASE ST,,CHATHAM,MASSACHUSETTS,2633,US,EASTERN TIME,-5,41.675999,-69.954369,
SNLSAGAD,sls7,SanLuis7,KM 740 CAMINO VECINAL Y RUTA NACIONAL 7,,SAN LUIS,SAN LUIS,D5736,AR,"BUENOS AIRES, GREENLAND",-3,-33.454166,-65.875557,
SPKOWAMV,spo6,Spokane6,1201 W SPRAGUE AVE,KHQ,SPOKANE,WASHINGTON,99201,US,PACIFIC TIME,-8,47.656841,-117.430351,
MTGMALEZ,mgm3,Montgomery3,3251 HARRISON RD,,MONTGOMERY,ALABAMA,36109,US,CENTRAL TIME,-6,32.367771,-86.261909,
RCMDVAUO,rch15,Richmond15,5710 MIDLOTHIAN TPKE,,RICHMOND,VIRGINIA,23225,US,EASTERN TIME,-5,37.505951,-77.502884,
ALBYNYZX,alb8,Albany8,341 NORTHERN BLVD,,ALBANY,NEW YORK,12204,US,EASTERN TIME,-5,42.672482,-73.752808,
CPCRFLBN,fmy16,FtMyers16,621 SW PINE ISLAND RD,,CAPE CORAL,FLORIDA,33991,US,EASTERN TIME,-5,26.646957,-81.988495,
ROCJNYCK,rcs10,Rochester10,4225 W HENRIETTA RD,WOKR-TV 13,ROCHESTER,NEW YORK,14623,US,EASTERN TIME,-5,43.067402,-77.649719,
OMAJNEEV,oma13,Omaha13,4625 FARNAM ST,,OMAHA,NEBRASKA,68132,US,CENTRAL TIME,-6,41.25753,-95.983688,
SSVLONAA,tor19,Toronto19,6800 MILLCREEK DR,MSSG,MISSISSAUGA,ONTARIO,L5N 4J9,CA,EASTERN TIME,-5,43.594528,-79.753204,
KLHIHIAD,hon10,Honolulu10,420 WAIAKAMILO RD,,HONOLULU,HAWAII,96817,US,"HAWAII, TAHITI",-10,21.32268,-157.878464,
TKDGTU04,ist3,Istanbul3,KARAAGAC ORGANIZE SANAYII BOLGESI 48,TURKCELL,TEKIRDAG,TEKIRDAG,59520,TR,"ATHENS, BERIUT, CAIRO",2,41.263557,27.92696,
TKWLWALO,sea43,Seattle43,12301 TUKWILA INTERNATIONAL BLVD,BUILDING A,TUKWILA,WASHINGTON,98168,US,PACIFIC TIME,-8,47.4921,-122.293594,
CLMQOHVM,clb25,Columbus25,650 W NATIONWIDE BLVD,,COLUMBUS,OHIO,43215,US,EASTERN TIME,-5,39.967087,-83.018639,
GRFRGEAB,dus3,Dusseldorf3,LOBBERICHER STR STR,,GREFRATH,NORTH RHINE-WESTPHALIA,47929,DE,CET  CENTRAL EUROPEAN,1,51.33181,6.33721,
TCSPAZFA,tcs11,Tucson11,209 W ELM ST,,TUCSON,ARIZONA,85705,US,MOUNTAIN TIME,-7,32.242199,-110.975693,
DESMIA86,dem11,DesMoines11,888 9TH ST,,DES MOINES,IOWA,50309,US,CENTRAL TIME,-6,41.59304,-93.629913,
BOISIDQL,boi10,Boise10,5407 W FAIRVIEW AVE,CHANNEL 7,BOISE,IDAHO,83706,US,MOUNTAIN TIME,-7,43.618641,-116.248589,
TCSNAZBP,tcs12,Tucson12,7831 N BUSINESS PARK DR,KOLD,TUCSON,ARIZONA,85743,US,MOUNTAIN TIME,-7,32.34885,-111.084167,
OMAHNEKT,oma14,Omaha14,10714 MOCKINGBIRD DR,,OMAHA,NEBRASKA,68127,US,CENTRAL TIME,-6,41.208549,-96.079483,
CHNFAZ84,phx60,Phoenix60,2605 S ELLIS ST,,CHANDLER,ARIZONA,85286,US,MOUNTAIN TIME,-7,33.274506,-111.884827,
OPFNGEAA,fbg1,Freiburg1,KREBSBACKLE 1,,OPFINGEN,BADEN-WURTTEMBERG,79112,DE,CET  CENTRAL EUROPEAN,1,48.004204,7.731317,
LPENSZAB,xch1,Switzerland1,NEBEN GRASTRICKNINGSANIAGE,,LAUPEN BE,BERN ,3177,CH,CET  CENTRAL EUROPEAN,1,46.90361,7.23971,
ORBESZAA,xch3,Switzerland3,CHEMIN DES TABORNEIRES,,ORBE,VAUD ,1350,CH,CET  CENTRAL EUROPEAN,1,46.719051,6.54557,
OBRBSZAA,xch4,Switzerland4,BAHNHOFSTRASSE,,OBERBUCHSITEN,SOLOTHURN ,4625,CH,CET  CENTRAL EUROPEAN,1,47.306961,7.76785,
LMPRGEAD,frf19,Frankfurt19,28 HEIDE,OA Lampertheim,LAMPERTHEIM,HESSE,68623,DE,CET  CENTRAL EUROPEAN,1,49.583935,8.501419,
SRLSGEAB,sbn1,Saarbrucken1,1 AM SAARALTARM,,SAARLOUIS,SAARLAND,66740,DE,PACIFIC TIME,-8,49.314411,6.74147,
WRBGMOXA,wnb1,Warrensburg1,210 E MARKET ST,,WARRENSBURG,MISSOURI,64093,US,CENTRAL TIME,-6,38.764786,-93.73774,
VRDNGEAA,vdn1,Verden1,1 SCHLESIERSTR,,VERDEN (ALLER),LOWER SAXONY,27283,DE,CET  CENTRAL EUROPEAN,1,52.901497,9.290367,
LNSTGEAA,dmd2,Dortmund2,"BAB A2, AUSFAHRT 14",,LANSTROP,NORTH RHINE-WESTPHALIA,44329,DE,CET  CENTRAL EUROPEAN,1,51.573559,7.56647,
HLBPORFE,por28,Portland28,4951 NE HUFFMAN ST,,HILLSBORO,OREGON,97124,US,PACIFIC TIME,-8,45.557335,-122.927246,
IGWECAKI,lax84,LosAngeles84,900 S DISTRICT DR,HOLLYWOOD PARK,INGLEWOOD,CALIFORNIA,90301,US,PACIFIC TIME,-8,33.946438,-118.338364,
PTSLFLEC,psl4,PortStLucie4,10161 RANGE LINE RD,,PORT SAINT LUCIE,FLORIDA,34987,US,EASTERN TIME,-5,27.28237,-80.482582,
CRLSPAXC,har46,Harrisburg46,120 W HIGH ST,,CARLISLE,PENNSYLVANIA,17013,US,EASTERN TIME,-5,40.201351,-77.192314,
DTHNALXA,dth1,Dothan1,206 W TROY ST,,DOTHAN,ALABAMA,36303,US,CENTRAL TIME,-6,31.2255,-85.394554,
CLTNNJXJ,cnj1,ClintonNJ1,160 CENTER ST,,CLINTON,NEW JERSEY,8809,US,EASTERN TIME,-5,40.63879,-74.899551,
LARLMDCC,wdc124,Washington124,14405 LAUREL PL,,LAUREL,MARYLAND,20707,US,EASTERN TIME,-5,39.088898,-76.860069,
VRDNGEAC,vdn2,Verden2,7A SCHLESIERSTR,,VERDEN (ALLER),LOWER SAXONY,27283,DE,CET  CENTRAL EUROPEAN,1,52.901409,9.290188,
CHKUJPAA,tok12,Tokyo12,1-8-1 OTEMACHI,,CHIYODA-KU,TOKYO,100-0004,JP,"TOKYO, SEOUL",9,35.687813,139.764328,
L0875040,crd12,Cordoba12,CALLE PUBLICA SN ENTRE ALBERDI Y DEAN FUNES,,VILLA NUEVA,CORDOBA,X5903,AR,PACIFIC TIME,-8,-32.430252,-63.239479,
MXWLTXAA,aus30,Austin30,1550 FARMERS RD,,MAXWELL,TEXAS,78656,US,CENTRAL TIME,-6,29.92009,-97.7966,
SGINTXET,aus31,Austin31,2784 STAGECOACH RD,,SEGUIN,TEXAS,78155,US,CENTRAL TIME,-6,29.55632,-98.077232,
MNDSNYBR,alb9,Albany9,715 N PEARL ST,,MENANDS,NEW YORK,12204,US,EASTERN TIME,-5,42.678253,-73.73645,
DVNPIA77,dvn3,Davenport3,805 BRADY ST,,DAVENPORT,IOWA,52803,US,CENTRAL TIME,-6,41.528481,-90.573624,
LXTNKYLY,lex5,Lexington5,836 E EUCLID AVE,,LEXINGTON,KENTUCKY,40502,US,EASTERN TIME,-5,38.029442,-84.490868,
BOISIDVI,boi11,Boise11,140 N 16TH ST,KBCI-CHANNEL 2,BOISE,IDAHO,83702,US,MOUNTAIN TIME,-7,43.620842,-116.212418,
TCSMAZOM,tcs13,Tucson13,7280 E ROSEWOOD ST,,TUCSON,ARIZONA,85710,US,MOUNTAIN TIME,-7,32.23209,-110.8368,
YUMAAZDK,yum3,Yuma3,1965 S 4TH AVE,,YUMA,ARIZONA,85364,US,MOUNTAIN TIME,-7,32.691898,-114.624008,
SXFLSDSP,sxf3,SiouxFalls3,501 S PHILLIPS AVE,,SIOUX FALLS,SOUTH DAKOTA,57104,US,CENTRAL TIME,-6,43.541962,-96.727234,
TWFLIDEF,twf1,TwinFalls1,1100 BLUE LAKES BLVD,,TWIN FALLS,IDAHO,83301,US,MOUNTAIN TIME,-7,42.562351,-114.460251,
GLNDMTBV,gdv1,Glendive1,210 S DOUGLAS ST,,GLENDIVE,MONTANA,59330,US,MOUNTAIN TIME,-7,47.104141,-104.716599,
GNVLNCPN,gll1,GreenvilleNC1,275 E ARLINGTON BLVD,,GREENVILLE,NORTH CAROLINA,27858,US,EASTERN TIME,-5,35.588509,-77.372894,
WTRLIAVW,wia1,WaterlooIA1,511 E 5TH ST,,WATERLOO,IOWA,50703,US,CENTRAL TIME,-6,42.500053,-92.331947,
EUGNORBL,eug10,Eugene10,4575 BLANTON RD,,EUGENE,OREGON,97405,US,PACIFIC TIME,-8,44.00243,-123.116219,
GNVLNCIK,gll2,GreenvilleNC2,3221 EVANS ST,,GREENVILLE,NORTH CAROLINA,27834,US,EASTERN TIME,-5,35.571499,-77.380989,
CDRRIADZ,ced3,CedarRapids3,501 2ND AVE SE,,CEDAR RAPIDS,IOWA,52401,US,CENTRAL TIME,-6,41.979671,-91.663963,
CSPRWYHS,csr2,Casper2,1856 SKYVIEW DR,,CASPER,WYOMING,82601,US,MOUNTAIN TIME,-7,42.87265,-106.35466,
STTWWAWV,sea44,Seattle44,334 1ST AVE N,,SEATTLE,WASHINGTON,98109,US,PACIFIC TIME,-8,47.621853,-122.355438,
ALNAIABM,dem12,DesMoines12,1435 NORTHRIDGE CIR,,ALTOONA,IOWA,50009,US,CENTRAL TIME,-6,41.667679,-93.455551,
WCHUKSBC,wch13,Wichita13,316 N WEST ST,,WICHITA,KANSAS,67203,US,CENTRAL TIME,-6,37.688931,-97.388718,
UTICNYDE,utc7,Utica7,5936 SMITH HILL RD,,DEERFIELD,NEW YORK,13502,US,EASTERN TIME,-5,43.143749,-75.17791,
MMPHTNRV,mem8,Memphis8,1960 UNION AVE,,MEMPHIS,TENNESSEE,38104,US,CENTRAL TIME,-6,35.13522,-89.996513,
HPPGNYNH,nyc110,NewYork110,300 NEW HWY,,HAUPPAUGE,NEW YORK,11788,US,EASTERN TIME,-5,40.821274,-73.258827,
MGRTGEAA,mdb1,Magdeburg1,TUCHEIMER STR STR,,MAGDEBURG,SACHSEN-ANHALT,39126,DE,CET  CENTRAL EUROPEAN,1,52.2048,11.65808,
BLLDGE01,mdb2,Magdeburg2,10 AM SCHIENS,,B??RDELAND,SACHSEN-ANHALT,39221,DE,CET  CENTRAL EUROPEAN,1,51.985283,11.652634,
LOGNUTKA,log1,Logan1,1010 E 610TH,,LOGAN,UTAH,84322,US,MOUNTAIN TIME,-7,41.74081,-111.81456,
MGDBGE15,mdb3,Magdeburg3,LUEBECKER STR. 2 BUILDING S,BUILDING S,MAGDEBURG,SACHSEN-ANHALT,39124,DE,CET  CENTRAL EUROPEAN,1,52.148396,11.636772,
BNGRIIDL,bng2,Bengaluru2,NO 2 KEB LAYOUT SANJAY NAGAR MAIN ROAD,,BANGALORE,,560 094,IN,"CHENNAI, MUBAI, NEW DELHI",6,13.037222,77.581947,
WTTWMAKJ,bos41,Boston41,480 ARSENAL ST,,WATERTOWN,MASSACHUSETTS,2472,US,EASTERN TIME,-5,42.36517,-71.160973,
WELKTXCQ,ftw16,FortWorth16,3003 SCHWAB WAY,,WESTLAKE,TEXAS,76262,US,CENTRAL TIME,-6,32.994194,-97.211136,
EMNTNYEJ,nyc111,NewYork111,2400 HEMPSTEAD TPKE,,ELMONT,NEW YORK,11003,US,EASTERN TIME,-5,40.724701,-73.54718,
ALCOSP37,mad12,Madrid12,15 AVENIDA DE LA INDUSTRIA,,ALCOBENDAS,MADRID,28108,ES,CET  CENTRAL EUROPEAN,1,40.534016,-3.648505,
SGHTMIOG,det45,Detroit45,35700 VAN DYKE AVE,,STERLING HEIGHTS,MICHIGAN,48312,US,EASTERN TIME,-5,42.556065,-83.029015,
LEE MABC,psf1,Pittsfield1,250 WEST RD,,LEE,MASSACHUSETTS,1238,US,EASTERN TIME,-5,42.299873,-73.28009,
LTRKARGZ,lit37,LittleRock37,720 S IZARD ST,,LITTLE ROCK,ARKANSAS,72201,US,CENTRAL TIME,-6,34.742809,-92.281578,
SPKNWAJW,spo7,Spokane7,4103 S REGAL ST,KREM,SPOKANE,WASHINGTON,99223,US,PACIFIC TIME,-8,47.61684,-117.367989,
CDRRIAGL,ced4,CedarRapids4,600 OLD MARION RD NE,,CEDAR RAPIDS,IOWA,52402,US,CENTRAL TIME,-6,42.027428,-91.640572,
CHYNWY87,chy7,Cheyenne7,2923 E LINCOLNWAY,,CHEYENNE,WYOMING,82001,US,MOUNTAIN TIME,-7,41.137951,-104.780739,
CLSPCOWF,csp12,ColoradoSprings12,399 S 8TH ST,,COLORADO SPRINGS,COLORADO,80905,US,MOUNTAIN TIME,-7,38.828358,-104.840187,
MOSCPA07,scr22,Scranton22,16 MONTAGE MOUNTAIN RD,,MOOSIC,PENNSYLVANIA,18507,US,EASTERN TIME,-5,41.37088,-75.681847,
MMPJTNEG,mem9,Memphis9,1725 N SHELBY OAKS DR,,MEMPHIS,TENNESSEE,38134,US,CENTRAL TIME,-6,35.173439,-89.857445,
MSCYIADJ,mcw1,MasonCity1,112 N PENNSYLVANIA AVE,,MASON CITY,IOWA,50401,US,CENTRAL TIME,-6,43.153343,-93.198296,
EMIRNYFI,elm1,Elmira1,101 E WATER ST,WIXT ELMIRA,ELMIRA,NEW YORK,14901,US,EASTERN TIME,-5,42.088509,-76.804886,
LGLNNVBW,bhd2,BullheadCity2,9771 S HWY 95,,LAUGHLIN,NEVADA,89029,US,PACIFIC TIME,-8,35.236645,-114.863762,
ESSXCAAG,bhd3,BullheadCity3,11280 GOFFS RD,,ESSEX,CALIFORNIA,92332,US,PACIFIC TIME,-8,34.868256,-115.114914,
AMBYCAAC,aoc1,AmboyCA1,87444 NATIONAL TRAILS HWY,Amboy-LH,AMBOY,CALIFORNIA,92304,US,PACIFIC TIME,-8,34.558277,-115.747002,
LDLWCAAC,llc1,LudlowCA1,59724 NATIONAL TRAILS HWY,Ludlow-LH,LUDLOW,CALIFORNIA,92338,US,PACIFIC TIME,-8,34.758404,-116.3545,
STBRBGAB,ant2,Antwerp2,2940 GALGENVELD,,STABROEK,ANTWERP,2940,BE,CET  CENTRAL EUROPEAN,1,51.33876,4.40311,
MDSTENAA,mst4,Maidstone4,HERONDEN RD,,MAIDSTONE,KENT,ME15 9YR,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.237171,0.56102,
KPRJBGAA,ght2,Ghent2,N456 MOLENSTRAAT,,KAPRIJKE,EAST FLANDERS,9970,BE,CET  CENTRAL EUROPEAN,1,51.231979,3.61922,
ADLNCADA,vtv2,Victorville2,19408 KOALA RD,,ADELANTO,CALIFORNIA,92301,US,PACIFIC TIME,-8,34.600288,-117.453957,
PLBHFLJW,wpb6,WestPalmBeach6,9 SLOANS CURVE DR,,PALM BEACH,FLORIDA,33480,US,EASTERN TIME,-5,26.645985,-80.037735,
FRFRAUAF,syd14,Sydney14,79 FRENCHS FOREST RD,,FRENCHS FOREST,NEW SOUTH WALES,2086,AU,"CANBERRA, MELBOURNE, SYDNEY",10,-33.751862,151.236755,
BLRSAU06,syd15,Sydney15,2 CHALLENGER DR,,BELROSE,NEW SOUTH WALES,2085,AU,"CANBERRA, MELBOURNE, SYDNEY",10,-33.717281,151.211578,
ACLDNZIE,auk2,Auckland2,60 STANLEY ST,,AUCKLAND,AUCKLAND,1010,NZ,"AUCKLAND, WELLINGTON, FIJI",12,-36.852791,174.773773,
NSVUTNFC,nvl53,Nashville53,2226 BRANSFORD AVE,,NASHVILLE,TENNESSEE,37204,US,CENTRAL TIME,-6,36.128529,-86.767235,
KENTWAOB,sea45,Seattle45,19640 68TH AVE S,,KENT,WASHINGTON,98032,US,PACIFIC TIME,-8,47.425461,-122.24884,
LSBGFLXA,orl53,Orlando53,425 N 3RD ST,SPRINT,LEESBURG,FLORIDA,34748,US,EASTERN TIME,-5,28.815157,-81.876877,
ASBNVAQP,wdc125,Washington125,44790 PERFORMANCE CIR,,ASHBURN,VIRGINIA,20147,US,EASTERN TIME,-5,39.020863,-77.451294,
MDRESP23,mad13,Madrid13,73 CALLE DE ALBASANZ,,MADRID,MADRID,28037,ES,CET  CENTRAL EUROPEAN,1,40.43956,-3.6209,
STTNGEAE,rtb2,Rotenburg2,2 WALDSTRASSE,,SITTENSEN,LOWER SAXONY,27419,DE,PACIFIC TIME,-8,53.275711,9.49555,
DLLVTXBN,dal93,Dallas93,3004 IRVING BLVD,,DALLAS,TEXAS,75247,US,CENTRAL TIME,-6,32.807861,-96.857262,
RKTPILDL,rfd2,Rockford2,2523 N MERIDIAN RD,,ROCKFORD,ILLINOIS,61101,US,CENTRAL TIME,-6,42.296341,-89.171371,
STTTWA58,sea46,Seattle46,1007 STEWART ST,,SEATTLE,WASHINGTON,98101,US,PACIFIC TIME,-8,47.616371,-122.333107,
OMAHNENW,oma15,Omaha15,118 S 19TH ST,,OMAHA,NEBRASKA,68102,US,CENTRAL TIME,-6,41.259377,-95.941208,
OMAHNE90,oma16,Omaha16,1119 N 90TH ST,,OMAHA,NEBRASKA,68114,US,CENTRAL TIME,-6,41.27021,-96.051674,
GLVYMNOR,min37,Minneapolis37,710 MENDELSSOHN AVE N,,GOLDEN VALLEY,MINNESOTA,55427,US,CENTRAL TIME,-6,44.987167,-93.399445,
SNJU062J,sjo71,SanJose71,6280 AMERICA CENTER DR,,SAN JOSE,CALIFORNIA,95002,US,PACIFIC TIME,-8,37.41898,-121.980896,
PPHMENAB,bbs4,Basingstoke4,POPHAM,,WINCHESTER,HAMPSHIRE,SO21 3LX,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.160831,-1.23494,
SPRQTXOQ,hou74,Houston74,1701 E MOSSY OAKS RD,,SPRING,TEXAS,77389,US,CENTRAL TIME,-6,30.093637,-95.456718,
TNTNENAF,tau2,Taunton2,GREENWAY,,TAUNTON,SOMERSET,TA3 6NQ,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.020321,-2.97306,
CRDTENAD,exe1,Exeter1,UNNAMED ROAD,Gunstone Mill,CREDITON,DEVON,EX17 5HJ,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,50.770088,-3.699213,
DRNBGEAA,kbz1,Koblenz1,BAUMBACHERSTRASSE,MONTABAUR SPORTPLATZ,MONTABAUR-ELGENDORF,RHINELAND-PALATINATE,56410,DE,CET  CENTRAL EUROPEAN,1,50.446686,7.781143,
